RESPONSABLE DE SERVICIO,,, ,,,,,,DISTANCIA,ADULTO,ESCOLAR MEDIA,ESCOLAR SUPERIOR,TARIFA TERCERA EDAD,TARIFA MINIMA,INTERIOR,NOCTURNA,LOCAL URBANO,LOCAL RURAL,INTERMEDIOS,TRASNOCHE,DGOS- Y FESTIVOS,INICIO,TÉRMINO,N° Resolucion,Fecha,tipo servicio,
Folio,NOMBRE EMPRESA,COMUNA,Troncal - RUTA O VTE,TRAMO,SECTOR INICIO,COMUNA,SECTOR TÉRMINO,COMUNA,KM.,$,$,$,$,$,$,$,$,$,$,$,$,Hrs:,Hrs:,,,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,5,Villa El Tabo,El Tabo,Las Cruces,Tabo,17,900,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,6,Villa El Tabo,El Tabo,El Tabito,Tabo,14,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,7,Villa El Tabo,El Tabo,El Tabo,Tabo,4,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,8,Villa El Tabo,El Tabo,Villa El Tabo,Tabo,2,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,9,Villa El Tabo,El Tabo,Isla Negra,El Quisco,8,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,10,Villa El Tabo,El Tabo,Punta de Tralca,El Quisco,10,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,11,Villa El Tabo,El Tabo,El Quisco,El Quisco,12,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,12,Villa El Tabo,El Tabo,Algarrobo,Algarrobo,14,900,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,13,Villa El Tabo,El Tabo,Estadio,Algarrobo,16,1000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,14,Villa El Tabo,El Tabo,Alicia Monckever,Algarrobo,20,1100,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,15,Villa El Tabo,El Tabo,Aguas Marinas,Algarrobo,25,1100,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,16,Villa El Tabo,El Tabo,Bosque Mar,Algarrobo,28,1400,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,17,Villa El Tabo,El Tabo,Playa Inter-San Alfonso,Algarrobo,30,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,18,Villa El Tabo,El Tabo,Mirasol ,Algarrobo,34,1400,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,19,Villa El Tabo,El Tabo,Yeco,Algarrobo,42,2000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,1,Isla Negra,El Quisco,San Antonio,San Antonio,30,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,2,Isla Negra,El Quisco,Cartagena,Cartagena,28,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,3,Isla Negra,El Quisco,San Sebastian,Cartagena,26,1200,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,4,Isla Negra,El Quisco,San Carlos,Tabo,24,1000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,5,Isla Negra,El Quisco,Las Cruces,Tabo,20,1000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,6,Isla Negra,El Quisco,El Tabito,Tabo,12,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,7,Isla Negra,El Quisco,El Tabo,Tabo,10,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,8,Isla Negra,El Quisco,Villa El Tabo,Tabo,8,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,9,Isla Negra,El Quisco,Isla Negra,El Quisco,1,500,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,10,Isla Negra,El Quisco,Punta de Tralca,El Quisco,4,500,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,11,Isla Negra,El Quisco,Colegio El Quisco,El Quisco,7,550,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,12,Isla Negra,El Quisco,El Quisco Centro,El Quisco,8,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,13,Isla Negra,El Quisco,Pino Mar,El Quisco,9,650,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,14,Isla Negra,El Quisco,Las Balandras,El Quisco,11,650,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,15,Isla Negra,El Quisco,La Portada,El Quisco,13,650,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,16,Isla Negra,El Quisco,Algarrobo,Algarrobo,14,700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,17,Isla Negra,El Quisco,Estadio,Algarrobo,15,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,18,Isla Negra,El Quisco,Alicia Monckever,Algarrobo,17,950,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,19,Isla Negra,El Quisco,Aguas Marinas,Algarrobo,19,950,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,20,Isla Negra,El Quisco,Bosque Mar,Algarrobo,22,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,21,Isla Negra,El Quisco,Playa Inter-San Alfonso,Algarrobo,25,1000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,22,Isla Negra,El Quisco,Mirasol ,Algarrobo,30,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,23,Isla Negra,El Quisco,Yeco,Algarrobo,36,2000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,1,Punta deTralca,El Quisco,San Antonio,San Antonio,32,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,2,Punta deTralca,El Quisco,Cartagena,Cartagena,30,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,3,Punta deTralca,El Quisco,San Sebastian,Cartagena,28,1200,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,4,Punta deTralca,El Quisco,San Carlos,Tabo,26,1000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,5,Punta deTralca,El Quisco,Las Cruces,Tabo,24,1000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,6,Punta deTralca,El Quisco,El Tabito,Tabo,22,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,7,Punta deTralca,El Quisco,El Tabo,Tabo,18,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,8,Punta deTralca,El Quisco,Villa El Tabo,Tabo,22,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,9,Punta deTralca,El Quisco,Isla Negra,El Quisco,9,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,10,Punta deTralca,El Quisco,Punta de Tralca,El Quisco,12,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,11,Punta deTralca,El Quisco,Colegio El Quisco,El Quisco,14,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,12,Punta deTralca,El Quisco,El Quisco Centro,El Quisco,15,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,13,Punta deTralca,El Quisco,Pino Mar,El Quisco,17,700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,14,Punta deTralca,El Quisco,Las Balandras,El Quisco,19,700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,15,Punta deTralca,El Quisco,La Portada,El Quisco,20,700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,16,Punta deTralca,El Quisco,Algarrobo,Algarrobo,24,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,17,Punta deTralca,El Quisco,Estadio,Algarrobo,25,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,18,Punta deTralca,El Quisco,Alicia Monckever,Algarrobo,28,900,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,19,Punta deTralca,El Quisco,Aguas Marinas,Algarrobo,30,900,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,29,Punta deTralca,El Quisco,Bosque Mar,Algarrobo,37,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,21,Punta deTralca,El Quisco,Playa Inter-San Alfonso,Algarrobo,30,1000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,22,Punta deTralca,El Quisco,Mirasol ,Algarrobo,36,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,23,Punta deTralca,El Quisco,Yeco,Algarrobo,42,2000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,1,El Quisco,El Quisco,San Antonio,San Antonio,36,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,2,El Quisco,El Quisco,Cartagena,Cartagena,34,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,3,El Quisco,El Quisco,San Sebastian,Cartagena,32,1200,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,4,El Quisco,El Quisco,San Carlos,Tabo,29,1000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,5,El Quisco,El Quisco,Las Cruces,Tabo,26,1000,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,6,El Quisco,El Quisco,El Tabito,Tabo,23,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,7,El Quisco,El Quisco,El Tabo,Tabo,19,700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,8,El Quisco,El Quisco,Villa El Tabo,Tabo,21,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,9,El Quisco,El Quisco,Isla Negra,El Quisco,16,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,10,El Quisco,El Quisco,Punta de Tralca,El Quisco,12,700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,11,El Quisco,El Quisco,Colegio El Quisco,El Quisco,3,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,12,El Quisco,El Quisco,El Quisco Centro,El Quisco,1,500,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,13,El Quisco,El Quisco,Pino Mar,El Quisco,4,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,14,El Quisco,El Quisco,Las Balandras,El Quisco,8,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,15,El Quisco,El Quisco,La Portada,El Quisco,9,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,16,El Quisco,El Quisco,Algarrobo lider,Algarrobo,6,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,17,El Quisco,El Quisco,Estadio,Algarrobo,9,650,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,18,El Quisco,El Quisco,Alicia Monckever,Algarrobo,14,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,19,El Quisco,El Quisco,Aguas Marinas,Algarrobo,18,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,29,El Quisco,El Quisco,Bosque Mar,Algarrobo,26,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,21,El Quisco,El Quisco,Playa Inter-San Alfonso,Algarrobo,23,700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,22,El Quisco,El Quisco,Mirasol ,Algarrobo,28,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,23,El Quisco,El Quisco,Yeco,Algarrobo,38,1800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,1,Algarrobo,Algarrobo,San Antonio,San Antonio,37,1400,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,2,Algarrobo,Algarrobo,Cartagena,Cartagena,34,1350,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,3,Algarrobo,Algarrobo,San Sebastian,Cartagena,32,1300,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,4,Algarrobo,Algarrobo,San Carlos,Tabo,28,1100,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,5,Algarrobo,Algarrobo,Las Cruces,Tabo,25,1100,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,6,Algarrobo,Algarrobo,El Tabito,Tabo,23,950,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,7,Algarrobo,Algarrobo,El Tabo,Tabo,19,900,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,8,Algarrobo,Algarrobo,Villa El Tabo,Tabo,21,900,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,9,Algarrobo,Algarrobo,Isla Negra,El Quisco,12,700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,10,Algarrobo,Algarrobo,Punta de Tralca,El Quisco,10,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,11,Algarrobo,Algarrobo,Colegio El Quisco,El Quisco,9,800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,12,Algarrobo,Algarrobo,El Quisco Centro,El Quisco,8,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,13,lider,Algarrobo,Pino Mar,El Quisco,7,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,14,lider,Algarrobo,Las Balandras,El Quisco,5,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,15,lider,Algarrobo,La Portada,El Quisco,4,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,17,Algarrobo,Algarrobo,Algarrobo lider,Algarrobo,1,500,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,18,Algarrobo,Algarrobo,Estadio,Algarrobo,2,500,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,19,Algarrobo,Algarrobo,Alicia Monckever,Algarrobo,4,500,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,29,Algarrobo,Algarrobo,Aguas Marinas,Algarrobo,6,500,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,21,Algarrobo,Algarrobo,Bosque Mar-Laguna Vista,Algarrobo,13,900,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,22,Algarrobo,Algarrobo,Playa Inter-San Alfonso,Algarrobo,8,600,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,23,Algarrobo,Algarrobo,Mirasol ,Algarrobo,12,700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,20,Algarrobo,Algarrobo,Yeco,Algarrobo,16,1200,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2-R3,1,Mirasol,Algarrobo,San Antonio,San Antonio,50,1800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2,2,Mirasol,Algarrobo,Cartagena,Cartagena,48,1800,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
43,Eª DE TRANS.DE PASAJEROS LITORALTUR LTDA.,San Antonio,R1-R2,3,Mirasol,Algarrobo,San Sebastian,Cartagena,46,1700,,,,,,,,,,,,08.00,20.59,1212,23/04/14,COLECTIVO RURAL,
