RESPONSABLE DE SERVICIO,,, ,,,,,,DISTANCIA,ADULTO,ESCOLAR MEDIA,ESCOLAR SUPERIOR,TARIFA TERCERA EDAD,TARIFA MINIMA,INTERIOR,NOCTURNA,LOCAL URBANO,LOCAL RURAL,INTERMEDIOS,TRASNOCHE,DGOS- Y FESTIVOS,INICIO,TÉRMINO,N° Resolucion,Fecha,tipo servicio,
Folio,NOMBRE EMPRESA,COMUNA,Troncal - RUTA O VTE,TRAMO,SECTOR INICIO,COMUNA,SECTOR TÉRMINO,COMUNA,KM.,$,$,$,$,$,$,$,$,$,$,$,$,Hrs:,Hrs:,,,COLECTIVO RURAL,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,16,Baquedano,Quilpué,Valparaíso,Valparaíso,22,,,,,,,1650,,,,,,22.01,00.00,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,1,Baquedano,Quilpué,Hospital,Quilpué,3,,,,,,,,,,,1000,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,2,Baquedano,Quilpué,Las Rosas,Quilpué,4.5,,,,,,,,,,,1000,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,3,Baquedano,Quilpué,Belloto 2000,Quilpué,5.5,,,,,,,,,,,1000,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,4,Baquedano,Quilpué,Feria Belloto,Quilpué,6,,,,,,,,,,,1000,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,5,Baquedano,Quilpué,Troncos Viejos,Villa Alemana,9,,,,,,,,,,,1150,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,6,Baquedano,Quilpué,Marta Colvin,Villa Alemana,7.5,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,7,Baquedano,Quilpué,Los Cipreses,Villa Alemana,8,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,8,Baquedano,Quilpué,J.E. Bello,Villa Alemana,8,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,9,Baquedano,Quilpué,N. Porvenir,Villa Alemana,9,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,10,Baquedano,Quilpué,Via 1-7,Villa Alemana,8,,,,,,,,,,,1150,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,11,Baquedano,Quilpué,R.E. Escarpa,Villa Alemana,7.5,,,,,,,,,,,1150,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,12,Baquedano,Quilpué,R. Galleguillos,Villa Alemana,7.5,,,,,,,,,,,1150,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,13,Baquedano,Quilpué,Porvenir Sur,Villa Alemana,7.5,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,14,Baquedano,Quilpué,P. Blanca,Villa Alemana,13,,,,,,,,,,,1400,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,15,Baquedano,Quilpué,Viña Del Mar,Viña Del Mar,15,,,,,,,,,,,1650,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Troncal  ,16,Baquedano,Quilpué,Valparaíso,Valparaíso,22,,,,,,,,,,,1750,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,1,Baquedano,Quilpué,Hospital,Quilpué,3,,,,,,,,,,,1000,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,2,Baquedano,Quilpué,Las Rosas,Quilpué,4.5,,,,,,,,,,,1000,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,3,Baquedano,Quilpué,Belloto 2000,Quilpué,5.5,,,,,,,,,,,1000,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,4,Baquedano,Quilpué,Feria Belloto,Quilpué,6,,,,,,,,,,,1000,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,5,Baquedano,Quilpué,Troncos Viejos,Villa Alemana,9,,,,,,,,,,,1150,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,6,Baquedano,Quilpué,Marta Colvin,Villa Alemana,7.5,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,7,Baquedano,Quilpué,Los Cipreses,Villa Alemana,8,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,8,Baquedano,Quilpué,J.E. Bello,Villa Alemana,8,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,9,Baquedano,Quilpué,N. Porvenir,Villa Alemana,9,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,10,Baquedano,Quilpué,Via 1-7,Villa Alemana,8,,,,,,,,,,,1150,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,11,Baquedano,Quilpué,R.E. Escarpa,Villa Alemana,7.5,,,,,,,,,,,1150,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,12,Baquedano,Quilpué,R. Galleguillos,Villa Alemana,7.5,,,,,,,,,,,1150,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,13,Baquedano,Quilpué,Porvenir Sur,Villa Alemana,7.5,,,,,,,,,,,1300,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,14,Baquedano,Quilpué,P. Blanca,Villa Alemana,13,,,,,,,,,,,1400,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,15,Baquedano,Quilpué,Viña Del Mar,Viña Del Mar,15,,,,,,,,,,,1650,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2444,Soc.de Taxis Colec.El Sol Retiro S.A.,Quilpué,Variante,16,Baquedano,Quilpué,Valparaíso,Valparaíso,22,,,,,,,,,,,1750,,00.01,06.30,223,23/02/22,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,1,EL LITRE,ALGARROBO,LOS CLAVELES,ALGARROBO,2,700,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,2,EL LITRE,ALGARROBO,ESTELA MARIS,ALGARROBO,2,700,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,3,EL LITRE,ALGARROBO,AGUAS MARINAS,ALGARROBO,4,700,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,4,EL LITRE,ALGARROBO,LOS PITUGUES,ALGARROBO,5,850,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,5,EL LITRE,ALGARROBO,BOSQUE MAR,ALGARROBO,6,1000,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,6,EL LITRE,ALGARROBO,CEMENTERIO,ALGARROBO,5,1000,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,7,EL LITRE,ALGARROBO,MIRASOL,ALGARROBO,6,700,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,8,EL LITRE,ALGARROBO,EL YECO,ALGARROBO,22,2000,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,9,EL LITRE,ALGARROBO,BAHIA MANSA,ALGARROBO,1.5,800,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,10,EL LITRE,ALGARROBO,CANELO CANELILLO,ALGARROBO,3,1700,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,11,EL LITRE,ALGARROBO,PUKALAN,ALGARROBO,3,1000,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,12,LOS CLAVELES,ALGARROBO,PUKALAN,ALGARROBO,4,1700,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,13,MIRASOL,ALGARROBO,PUKALAN,ALGARROBO,4,1700,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,14,AGUAS MARINAS,ALGARROBO,PUKALAN,ALGARROBO,2.2,1700,,,,,,,,,,,,07.00,21.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,1,EL LITRE,ALGARROBO,LOS CLAVELES,ALGARROBO,2,,,,,,,900,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,2,EL LITRE,ALGARROBO,ESTELA MARIS,ALGARROBO,2,,,,,,,900,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,3,EL LITRE,ALGARROBO,AGUAS MARINAS,ALGARROBO,4,,,,,,,900,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,4,EL LITRE,ALGARROBO,LOS PITUGUES,ALGARROBO,5,,,,,,,1300,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,5,EL LITRE,ALGARROBO,BOSQUE MAR,ALGARROBO,6,,,,,,,1500,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,6,EL LITRE,ALGARROBO,CEMENTERIO,ALGARROBO,5,,,,,,,1500,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,7,EL LITRE,ALGARROBO,MIRASOL,ALGARROBO,6,,,,,,,900,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,8,EL LITRE,ALGARROBO,EL YECO,ALGARROBO,22,,,,,,,3000,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,9,EL LITRE,ALGARROBO,BAHIA MANSA,ALGARROBO,1.5,,,,,,,1200,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,10,EL LITRE,ALGARROBO,CANELO CANELILLO,ALGARROBO,3,,,,,,,2550,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,11,EL LITRE,ALGARROBO,PUKALAN,ALGARROBO,3,,,,,,,1500,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,12,LOS CLAVELES,ALGARROBO,PUKALAN,ALGARROBO,4,,,,,,,2550,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,13,MIRASOL,ALGARROBO,PUKALAN,ALGARROBO,4,,,,,,,2550,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2457,EMPRESA DE TRANSPORTES DE PASAJEROS LA CANDELARIA DE ALGARROBO LTDA.,Algarrobo,T,14,AGUAS MARINAS,ALGARROBO,PUKALAN,ALGARROBO,2.2,,,,,,,2550,,,,,,21.01,24.00,2796,23/11/21,COLECTIVO URBANO,
2458,INVERSIONES NUEVO MILENIO S.A.,Quilpué,1,Los Carrera 781,Quilpué,Los Pinos,Quilpué,8,800,,,,,,,,,,,,,07.00,21.00,2113,06/10/21,COLECTIVO URBANO,
2458,INVERSIONES NUEVO MILENIO S.A.,Quilpué,2,Los Carrera 781,Quilpué,Valle del Sol,Quilpué,10,1000,,,,,,,,,,,,,07.00,21.00,2113,06/10/21,COLECTIVO URBANO,
2458,INVERSIONES NUEVO MILENIO S.A.,Quilpué,1,Los Carrera 781,Quilpué,Los Pinos,Quilpué,8,,,,,,,,900,,,,,,22.01,06.59,2113,06/10/21,COLECTIVO URBANO,
2458,INVERSIONES NUEVO MILENIO S.A.,Quilpué,2,Los Carrera 781,Quilpué,Valle del Sol,Quilpué,10,,,,,,,,"1,100",,,,,,22.01,06.59,2113,06/10/21,COLECTIVO URBANO,
2475,EMPRESA DE TRANSPORTES DE PASAJEROS LITORAL EL QUISCO,El Quisco,T,2,Montemar,El Quisco,Av. España,El Quisco,12,700,,,,,,,,,,,,07.00,22.00,2708,16/11/21,COLECTIVO URBANO,
2475,EMPRESA DE TRANSPORTES DE PASAJEROS LITORAL EL QUISCO,El Quisco,V1,2,Montemar,El Quisco,Av. Central,El Quisco,27,1600,,,,,,,,,,,,07.00,22.00,2708,16/11/21,COLECTIVO URBANO,
2475,EMPRESA DE TRANSPORTES DE PASAJEROS LITORAL EL QUISCO,El Quisco,V1,3,Av. España,El Quisco,Quisco Centro,El Quisco,3,,,,,,,,700,,,,,07.00,22.00,2708,16/11/21,COLECTIVO URBANO,
2475,EMPRESA DE TRANSPORTES DE PASAJEROS LITORAL EL QUISCO,El Quisco,V2,4,Av. España,El Quisco,La Portada - Centro,El Quisco,12,,,,,,,,1400,,,,,07.00,22.00,2708,16/11/21,COLECTIVO URBANO,
2475,EMPRESA DE TRANSPORTES DE PASAJEROS LITORAL EL QUISCO,El Quisco,T,1,Montemar,El Quisco,Av. España,El Quisco,12,,,,,,,1000,,,,,,22.01,00.00,2708,16/11/21,COLECTIVO URBANO,
2475,EMPRESA DE TRANSPORTES DE PASAJEROS LITORAL EL QUISCO,El Quisco,V1,2,Montemar,El Quisco,Av. Central - Isla Negra,El Quisco,27,,,,,,,2400,,,,,,22.00,00.00,2708,16/11/21,COLECTIVO URBANO,
2475,EMPRESA DE TRANSPORTES DE PASAJEROS LITORAL EL QUISCO,El Quisco,V1,3,Av. España,El Quisco,Quisco Centro,El Quisco,1,,,,,,,1000,,,,,,22.00,00.00,2708,16/11/21,COLECTIVO URBANO,
2475,EMPRESA DE TRANSPORTES DE PASAJEROS LITORAL EL QUISCO,El Quisco,V2,4,Av. España,El Quisco,La Portada - Centro,El Quisco,12,,,,,,,2100,,,,,,22.00,00.00,2708,16/11/21,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,1,Montevideo,Quilpué,Troncos Viejos,V. Alemana,10,,,,,,,,600,,,,,08.00,22.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,3,Av. Freire (Jumbo),Quilpué,Av. Los Carrera,Quilpué,4,,,,,,,,500,,,,,08.00,22.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,5,Av. Uno Norte (Libertad),V. del Mar,Plaza Aduana,Valparaíso,13,,,,,,,,600,,,,,08.00,22.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,7,Troncos Viejos,V. Alemana,Plaza Aduana,Valparaíso,32,1500,,,,,,,,,,,,08.00,22.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,9,Troncos Viejos,V. Alemana,Puente Casino,V. del Mar,25,1300,,,,,,,,,,,,08.00,22.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,11,Portales,Quilpué,Plaza Aduana,Valparaíso,22,1300,,,,,,,,,,,,08.00,22.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,13,Plaza Aduana,Valparaíso,Av. Los Carrera Parad. 1,Quilpué,22,1300,,,,,,,,,,,,08.00,22.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,15,Portales,Quilpué,Puente Casino,V. del Mar,15,1200,,,,,,,,,,,,08.00,22.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,2,Montevideo,Quilpué,Troncos Viejos,V. Alemana,10,,,,,,,,700,,,,,08.00,06.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,4,Av. Freire (Jumbo),Quilpué,Av. Los Carrera,Quilpué,4,,,,,,,,600,,,,,08.00,06.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,6,Plaza Aduana,Valparaíso,Av. Uno Norte (Libertad),V. del Mar,13,,,,,,,,700,,,,,08.00,06.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,8,Troncos Viejos,V. Alemana,Plaza Aduana,Valparaíso,32,1700,,,,,,,,,,,,08.00,06.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,10,Troncos Viejos,V. Alemana,Puente Casino,V. del Mar,25,1500,,,,,,,,,,,,08.00,06.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,12,Portales,Quilpué,Plaza Aduana,Valparaíso,22,1500,,,,,,,,,,,,08.00,06.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,14,Plaza Aduana,Valparaíso,Av. Los Carrera Parad. 1,Quilpué,22,1500,,,,,,,,,,,,08.00,06.00,1267,29/04/14,COLECTIVO URBANO,
2487,EMPRESA DE TRANSPORTES ZAMORA LTDA.,Quilpué, Troncal,16,Portales,Quilpué,Puente Casino,V. del Mar,15,1300,,,,,,,,,,,,08.00,06.00,1267,29/04/14,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,1,LAS PALMAS,VALPARAISO,P-1 AGUA SANTA,VIÑA DEL MAR,7.4,600,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,2,LAS PALMAS,VALPARAISO,TERMINAL DE BUSES,VIÑA DEL MAR,8.7,800,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,3,LAS PALMAS,VALPARAISO,HOSPITAL DE VIÑA,VIÑA DEL MAR,9.3,900,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,4,LAS PALMAS,VALPARAISO,CHORRILLOS,VIÑA DEL MAR,10.9,950,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,5,LAS PALMAS,VALPARAISO,EL SALTO,VIÑA DEL MAR,14.9,1150,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,6,NUEVA AURORA P-7,VIÑA DEL MAR,A.NAVARRETE,VIÑA DEL MAR,0.9,500,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,7,NUEVA AURORA P-7,VIÑA DEL MAR,NUEVA AURORA P-1,VIÑA DEL MAR,1.8,600,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,8,NUEVA AURORA P-1,VIÑA DEL MAR,VILLA LINDA,VIÑA DEL MAR,1.4,600,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,9,NUEVA AURORA P-5,VIÑA DEL MAR,VILLA LINDA,VIÑA DEL MAR,0.8,500,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,10,NUEVA AURORA,VIÑA DEL MAR,TERMINAL DE BUSES,VIÑA DEL MAR,5.8,750,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,11,NUEVA AURORA,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,6.4,850,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,12,NUEVA AURORA,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,8.0,950,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,13,NUEVA AURORA,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,11.5,1100,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,14,SAN JOSE,VIÑA DEL MAR,TERMINAL DE BUSES,VIÑA DEL MAR,1.7,750,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,15,SAN JOSE,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,2.3,850,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,16,SAN JOSE,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,3.9,950,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,17,SAN JOSE,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,7.9,1050,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,18,ECUADOR,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,1.9,700,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,19,ECUADOR,VIÑA DEL MAR,CHORRILLOS,VIÑA DEL MAR,3.3,700,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,20,ECUADOR,VIÑA DEL MAR,EL SALTO,VIÑA DEL MAR,7.3,750,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
2490,Cotransper S.A.,Viña del Mar,TRONCAL,21,PLAZA VIÑA,VIÑA DEL MAR,HOSPITAL DE VIÑA,VIÑA DEL MAR,0.9,650,,,,,,,,,,,,06.00,21.59,1276,21/07/22,COLECTIVO URBANO,
