DATOS EMPRESA,,,TRAMOS A COBRAR,,,,,,DISTANCIA,ADULTO,ESCOLAR MEDIA,ESCOLAR SUPERIOR,TARIFA ADULTO MAYOR,TARIFA MINIMA,INTERIOR,NOCTURNA,LOCAL URBANO,LOCAL RURAL,INTERMEDIOS,TRASNOCHE,DGOS. Y FESTIVOS,INICIO,TÉRMINO,N° Resolucion,Fecha
Folio,NOMBRE EMPRESA,COMUNA,Troncal - RUTA O VTE,TRAMO,SECTOR INICIO,COMUNA,SECTOR TÉRMINO,COMUNA,KM.,$,$,$,$,$,$,$,$,$,$,$,$,$,Hrs:,Hrs:,
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,Maitencillo,Maitencillo,,100,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,El Rungue,Puchuncaví,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,Puchuncavi,Puchuncaví,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,Campiche,Puchuncaví,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,Horcón,Puchuncaví,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,Ventanas,Puchuncaví,,900,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,Quintero,Quintero,,700,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,Valle Alegre,Quintero,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,Santa Julia,Maitencillo,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Adela,Quintero,MANTAGUA,Maitencillo,,500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,Laguna,Maitencillo,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,Maitencillo,Maitencillo,,100,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,El Rungue,Puchuncaví,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,Puchuncavi,Puchuncaví,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,Campiche,Puchuncaví,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,Horcón,Puchuncaví,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,Ventanas,Puchuncaví,,900,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,Quintero,Quintero,,700,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,Valle Alegre,Quintero,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,Santa Julia,CONCÓN,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,MANTAGUA,CONCÓN,,500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,Santa Luisa,Quintero,SANTA ADELA,CONCÓN,,500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,Laguna,Maitencillo,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,Maitencillo,Maitencillo,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,El Rungue,Puchuncaví ,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,Puchuncavi,Puchuncaví ,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,Campiche,Puchuncaví ,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,Horcón,Puchuncaví ,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,Ventanas,Puchuncaví ,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,Quintero,Quintero,,800,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,Valle Alegre,Quintero,,900,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,Santa Julia,CONCÓN,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,MANTAGUA,CONCÓN,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,SANTA ADELA,CONCÓN,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,LAS GAVIOTAS,QUINTERO,SANTA LUCIA,CONCÓN,,500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,Laguna,Maitencillo,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,Maitencillo,Maitencillo,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,El Rungue,Puchuncaví,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,Puchuncavi,Puchuncaví,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,Campiche,Puchuncaví,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,Horcón,Puchuncaví,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,Ventanas,Puchuncaví,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,Quintero,Quintero,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,Valle Alegre,Quintero,,900,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,Santa Julia,CONCÓN,,900,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,MANTAGUA,CONCÓN,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,SANTA ADELA,CONCÓN,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,SANTA LUCIA ,CONCÓN,,600,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,LAS GAVIOTAS,CONCÓN,,500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,CONCON,CONCÓN,CONCON,CONCÓN,,500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,Laguna,Maitencillo,,1700,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,Maitencillo,Maitencillo,,1700,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,El Rungue,Puchuncavi,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,Puchuncavi,Maitencillo,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,Campiche,Maitencillo,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,Horcón,Maitencillo,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,Ventanas,Maitencillo,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,Quintero,Quintero,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,Valle Alegre,Quintero,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,Santa Julia,CONCÓN,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,MANTAGUA,CONCÓN,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,SANTA ADELA,CONCÓN,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,SANTA LUCIA ,CONCÓN,,900,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,LAS GAVIOTAS,CONCÓN,,800,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VIÑA DEL MAR ,VIÑA DEL MAR,CONCON,CONCÓN,,700,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,Laguna,Maitencillo,,1700,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,Maitencillo,Maitencillo,,1700,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,El Rungue,Puchuncaví ,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,Puchuncavi,puchuncaví,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,Campiche,puchuncaví,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,Horcón,puchuncaví,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,Ventanas,puchuncaví,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,Quintero,Quintero,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,Valle Alegre,Quintero,,1200,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,Santa Julia,CONCÓN,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,MANTAGUA,CONCÓN,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,SANTA ADELA,CONCÓN,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,SANTA LUCIA ,CONCÓN,,900,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,LAS GAVIOTAS,CONCÓN,,800,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,CONCON,CONCÓN,,700,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,VALPARAISO,VALPARAÍSO,VIÑA DEL MAR,VIÑA DEL MAR,,700,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,Horcón,puchuncaví,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,Ventanas,puchuncaví,,1500,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,Quintero,Quintero,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,Valle Alegre,Quintero,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,Santa Julia,CONCÓN,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,MANTAGUA,CONCÓN,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,SANTA ADELA,CONCÓN,,1000,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,SANTA LUCIA ,CONCÓN,,900,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,LAS GAVIOTAS,CONCÓN,,800,,,,,,,,,,,,,,3482,26/11/19
501000,Transrural Valparaíso S.A.,Valparaíso,,,QUILPUE,QUILPUE,CONCON,CONCÓN,,800,,,,,,,,,,,,,,3482,26/11/19
500181,MARCO ANTONIO OLGUIN ESPINOSA,La Ligua,RUTA 1,,PULLALLY INTERIOR,PAPUDO,PARADERO,LA LIGUA ,14,500,200,200,,,,,,,,,,7:00,22:00,1743,13/11/20
500181,MARCO ANTONIO OLGUIN ESPINOSA,La Ligua,RUTA 1,,CARRETERA 5 NORTE,PAPUDO,PARADERO,LA LIGUA ,12,500,200,200,,,,,,,,,,7:00,22:00,1743,13/11/20
500181,MARCO ANTONIO OLGUIN ESPINOSA,La Ligua,RUTA 1,,QUINQUIMO,LA LIGUA,PARADERO,LA LIGUA ,8,400,160,160,,,,,,,,,,7:00,22:00,1743,13/11/20
500181,MARCO ANTONIO OLGUIN ESPINOSA,La Ligua,RUTA 1,,PLACILLA,LA LIGUA,PARADERO,LA LIGUA ,5,350,140,140,,,,,,,,,,7:00,22:00,1743,13/11/20
500181,MARCO ANTONIO OLGUIN ESPINOSA,La Ligua,RUTA 1,,PULLALLY INTERIOR,PAPUDO,PLACILLA,LA LIGUA ,9,350,140,140,,,,,,,,,,7:00,22:00,1743,13/11/20
500182,JAVIER HERNÁN OLIVARES VÁSQUEZ,El Melón,1,,El Chamizal,El Melón,,El Melón,32 km. Total,400,,,,,,,,Origen: Lunes a Viernes 7.15 / Sábados 10.00,,,,07.00,19.00,241,05/02/21
500182,JAVIER HERNÁN OLIVARES VÁSQUEZ,El Melón,1,,Las Palmas,El Melón,,El Melón,,300,,,,,,,,Destino :Lunes a Viernes 19.00  /  Sábados 16.00,,,,07.00,19.00,241,05/02/21
500182,JAVIER HERNÁN OLIVARES VÁSQUEZ,El Melón,1,,Garretón,El Melón,,El Melón,,400,,,,,,,,,,,,07.00,19.00,241,05/02/21
500182,JAVIER HERNÁN OLIVARES VÁSQUEZ,El Melón,1,,El Navío,El Melón,,El Melón,,300,,,,,,,,,,,,07.00,19.00,241,05/02/21
500182,JAVIER HERNÁN OLIVARES VÁSQUEZ,El Melón,1,,Los Caleos,El Melón,,El Melón,,400,,,,,,,,,,,,07.00,19.00,241,05/02/21
500182,JAVIER HERNÁN OLIVARES VÁSQUEZ,El Melón,1,,Collahue,El Melón,,El Melón,,300,,,,,,,,,,,,07.00,19.00,241,05/02/21
500183,"SOCIEDAD INVERSIONES MIRASUR LTDA 
",,RUTA 1,,VALPARAÍSO,VALPARAÍSO,CASABLANCA,CASABLANCA,56,2800,900,900,,,,,,,,,,07.00,00.00,322,23/02/22
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 1,Licitacón zona aislada CTR 341,Rautén Bajo,Quillota,Quillota,QUILLOTA,12 km,400,,,,,Rautén - Los Ceibos,,lunes a virernes: horario salida: 7.20; 9.20; 13.00; 15.00; 20.00,,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 1,,San Miguel,Quillota,Quillota,QUILLOTA,,400,,,,,Los Ceibos - Rautén,,"Lunes a viernes; 08.30; 12.20, 14.30, 19.30",,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 1,,El Maitén,Quillota,Quillota,QUILLOTA,,300,,,,,,,Sábados :  9.00; 13.00; 19.30; 12.00,,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 1,,Casas Viejas,Quillota,Quillota,QUILLOTA,,300,,,,,Pueblo Indiio-Los Ceibos,,"Lunes a viernes horario salida:  6.50, 8.00, 17.00",,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 1,,El Peumo,Quillota,Quillota,QUILLOTA,,300,,,,,Los Ceibos-Pueblo Indio,,"Lunes a viernes horario salida: 7.40, 17.30, 19.00",,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 2,,Pueblo Indio,Quillota,Quillota,QUILLOTA,9 km,350,,,,,,,"Sábados: 08.00, 10.30, 9.00, 11.00, 14.30",,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 2,,La Tetera,Quillota,Quillota,QUILLOTA,,350,,,,,,,,,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 2,,Los Almendros,Quillota,Quillota,QUILLOTA,,300,,,,,,,,,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 2,,Las Pataguas,Quillota,Quillota,QUILLOTA,,300,,,,,,,,,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 2,,La Palma,Quillota,Quillota,QUILLOTA,,300,,,,,,,,,,,,06.00,20.00,433,02/03/21
500184,Javier Hernán Olivares Vásquez,Quillota,Ruta 2,,Santa Laura,Quillota,Quillota,QUILLOTA,,300,,,,,,,,,,,,06.00,20.00,433,02/03/21
500185,HIPOLITO CARLOS CHURATA,La Ligua,Ruta 1,Licitacón zona aislada CTA0558,Los molles,La Ligua,La Ligua,La Ligua,53 km,900,,,,,,,"origen: lunes a viernes: 08.00, 14.00, 18.00  /  Sábados: 08.00, 15.00",,,,,08.00,23.00,754,07/04/21
500185,HIPOLITO CARLOS CHURATA,La Ligua,Ruta 1,,Los Quinquelles,La ligua,La Ligua,La Ligua,,800,,,,,,,"destino: lunes a viernes: 13.00.17.00, 22.15  /  Sábado 13.30, 20.30",,,,,08.00,23.00,754,07/04/21
500185,HIPOLITO CARLOS CHURATA,La Ligua,Ruta 1,,Pichicuy,La ligua,La Ligua,La Ligua,,700,,,,,,,,,,,,08.00,23.00,754,07/04/21
500186,FRANCISCO JAVIER OLIVARES BELMAR,La Ligua,Ruta 1,Licitacón zona aislada CTA0558,Jaururo,La Ligua,La Ligua,La Ligua,29  km,450,,,,,,,"origen: lunes a viernes: 08.13, 13.30, 20.00  /  Sábados: 09.30, 18.30",,,,,07.45,20.00,798,15/04/21
500186,FRANCISCO JAVIER OLIVARES BELMAR,La Ligua,Ruta 1,,Los Maitenes,La ligua,La Ligua,La Ligua,,400,,,,,,,"destino: lunes a viernes: 07.45, 13.00, 19.30  /  Sábado 09.00, 18.00",,,,,07.45,20.00,798,15/04/21
500186,FRANCISCO JAVIER OLIVARES BELMAR,La Ligua,Ruta 1,,Quebradilla,La ligua,La Ligua,La Ligua,,350,,,,,,,,,,,,07.45,20.00,798,15/04/21
500188,GILDA BELMAR CAROCA,CARTAGENA,Ruta 1,Licitación zona aislada  CTR0350,Cajón de la Magdalena,Cartagena,Cartagena,Cartagena,34 km,600,,,,,,,,,,"Lunes, miércoles y viernes",,08.30,20.00,866,26/04/21
500188,GILDA BELMAR CAROCA,CARTAGENA,Ruta 1,,Rosario Alto,Cartagena,Cartagena,Cartagena,,600,,,,,,,,,,,,08.30,20.00,866,26/04/21
500188,GILDA BELMAR CAROCA,CARTAGENA,Ruta 1,,Quillaicillo,Cartagena,Cartagena,Cartagena,,400,,,,,,,,,,,,08.30,20.00,866,26/04/21
500188,GILDA BELMAR CAROCA,CARTAGENA,Ruta 1,,Lo Abarca,Cartagena,Cartagena,Cartagena,,300,,,,,,,,,,,,98.30,20.00,866,26/04/21
500189,HIPOLITO CARLOS CHURATA,Cabildo,Ruta 1,Licitación zona aislada CTA 0471,Guayacán,Cabildo,Cabildo,Cabildo,64 km,800,,,,,,,,,"Origen: lunes a viernes: 14.00, 1830",,,09.00,19.00,878,27/04/21
500189,HIPOLITO CARLOS CHURATA,Cabildo,Ruta 1,,Las Pueras,Cabildo,Cabildo,Cabildo,,500,,,,,,,,,Origen: Lunes a viernes:  15.30,,,09.00,19.00,878,27/04/21
500189,HIPOLITO CARLOS CHURATA,Cabildo,Ruta 1,,La Mora,Cabildo,Cabildo,Cabildo,,400,,,,,,,,"Origen:  Viernes : 19.00 / Sábado: 15.30, 19.00",,,,09.00,19.00,878,27/04/21
500189,HIPOLITO CARLOS CHURATA,Cabildo,Ruta 1,,Algarrobo,Cabildo,Cabildo,Cabildo,,300,,,,,,,,,Destino: lunes a viernes: 09.00 ,,,09.00,19.00,878,27/04/21
500189,HIPOLITO CARLOS CHURATA,Cabildo,Ruta 1,,El Quemado,Cabildo,Cabildo,Cabildo,,300,,,,,,,,,Destino :  Sábado  10.00;  13.30,,,09.00,19.00,878,27/04/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 1,Licitación zona aislada CTR0358,La Malvilla,SAN ANTONIO,San Antonio,SAN ANTONIO,19 km,450,,,,,,,,,,,,07.30,19.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 1,,Aguas Buenas,SAN ANTONIO,San Antonio,SAN ANTONIO,,300,,,,,,,Ruta 1,"Origen: : lunes, miércoles, viernes 07.30; 15.30",,,,07.30,19.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 1,,Llolleo,SAN ANTONIO,San Antonio,SAN ANTONIO,,300,,,,,,,,Origen: martes y jueves: 07.30; 09.30,,,,07.30,19.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,El Asilo,SAN ANTONIO,San Antonio,SAN ANTONIO,61 km,1200,,,,,,,,Origen: Sábados 10.30,,,,07.00,21.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,La Foresta,SAN ANTONIO,San Antonio,SAN ANTONIO,,1200,,,,,,,,"Destino: lunes, miércoles, viernes 14.00; 18.00",,,,07.00,21.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,Los Escalones,SAN ANTONIO,San Antonio,SAN ANTONIO,,1200,,,,,,,,Destino: martes y jueves : 15.30; 18.00,,,,07.00,21.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,Cuncumén Valle Arriba,SAN ANTONIO,San Antonio,SAN ANTONIO,,1100,,,,,,,,Destino: sábados 13.30; 18.00,,,,07.00,21.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,Cumcumén,SAN ANTONIO,San Antonio,SAN ANTONIO,,1200,,,,,,,Ruta 2,"Origen: : lunes, miércoles, viernes 07.00; 15.00; 19.30",,,,07.00,21.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,Quebrada San Pedro,SAN ANTONIO,San Antonio,SAN ANTONIO,,100,,,,,,,,Origen: martes y jueves: 07.00; 19.30,,,,07.00,21.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,El Cheuque,SAN ANTONIO,San Antonio,SAN ANTONIO,,900,,,,,,,,Origen: Sábados 08.00; 15.30; 19.30,,,,07.00,21.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,Huinca,SAN ANTONIO,San Antonio,SAN ANTONIO,,600,,,,,,,,"Destino: lunes, miércoles, viernes 13..00; 18.00",,,,07.00,21.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,La Arboleda,SAN ANTONIO,San Antonio,SAN ANTONIO,,600,,,,,,,,Destino: martes y jueves :18.00,,,,07.00,21.00,997,11/05/21
500190,Nelson Lisboa Mori,San Antonio,Ruta 2,,,,,,,,,,,,,,,Destino: sábados 13.00; 18.00,,,,07.00,21.00,997,11/05/21
500191,TRANSPORTES LOS ANGELES LIMITADA,Santa María,Ruta 1,,El Saino,Santa María,Santa María,Santa María,,400,,,,,El Saino - Las Cadenas: Lunes a viernes: 07.00; 12.45; 18.00  /  Sábado::09.30; 16.00,,,,,,,07.00,18.00,1352,01/07/21
500191,TRANSPORTES LOS ANGELES LIMITADA,Santa María,Ruta 1,,El Llano,Santa María,Santa María,Santa María,,300,,,,,Las Cadenas - El Saino: lunes a viernes: 07.00; 12.00; 17.00  /  Sábados: 10-00; 15.00,,,,,,,07.00,18.00,1352,01/07/21
500191,TRANSPORTES LOS ANGELES LIMITADA,Santa María,Ruta 1,,Las Cadenas,Santa María,Santa María,Santa María,,300,,,,,,,,,,,,07.00,18.00,1352,01/07/21
